1,IAH,DFW
3,IAH,DFW
5,IAH,DFW
43,IAH,DFW
43,IAH,DFW
29,IAH,DFW
19,IAH,DFW
90,IAH,DFW
8,IAH,DFW
67,IAH,DFW
41,IAH,DFW
8,IAH,DFW
2,IAH,DFW
23,IAH,DFW
4,IAH,DFW
1,IAH,DFW
11,IAH,DFW
21,IAH,DFW
55,IAH,DFW
40,IAH,DFW
24,IAH,DFW
10,IAH,DFW
15,IAH,DFW
74,IAH,DFW
25,IAH,DFW
24,IAH,DFW
31,IAH,DFW
38,IAH,DFW
4,IAH,DFW
34,IAH,DFW
1,IAH,DFW
6,IAH,DFW
125,IAH,DFW
9,IAH,DFW
82,IAH,DFW
1,IAH,DFW
2,IAH,DFW
38,IAH,DFW
2,IAH,DFW
11,IAH,DFW
8,IAH,DFW
4,IAH,DFW
4,IAH,DFW
5,IAH,DFW
26,IAH,DFW
1,IAH,MIA
28,IAH,MIA
2,IAH,MIA
2,IAH,MIA
15,IAH,MIA
99,IAH,MIA
53,IAH,MIA
12,IAH,MIA
8,IAH,MIA
44,IAH,MIA
23,IAH,MIA
33,IAH,MIA
70,IAH,MIA
17,IAH,MIA
61,IAH,MIA
2,IAH,MIA
20,IAH,DFW
6,IAH,DFW
31,IAH,DFW
20,IAH,DFW
13,IAH,DFW
6,IAH,DFW
8,IAH,DFW
2,IAH,DFW
31,IAH,DFW
6,IAH,MIA
1,IAH,MIA
9,IAH,MIA
18,IAH,MIA
74,IAH,MIA
4,IAH,MIA
2,IAH,MIA
1,IAH,MIA
6,IAH,MIA
20,IAH,MIA
6,IAH,DFW
1,IAH,DFW
12,IAH,DFW
1,IAH,DFW
17,IAH,DFW
30,IAH,DFW
9,IAH,DFW
1,IAH,DFW
12,IAH,DFW
7,IAH,DFW
50,IAH,DFW
28,IAH,DFW
20,IAH,DFW
5,IAH,MIA
33,IAH,MIA
5,IAH,MIA
6,IAH,MIA
2,IAH,SEA
20,IAH,SEA
9,IAH,SEA
73,IAH,SEA
11,IAH,SEA
2,IAH,SEA
1,IAH,SEA
5,IAH,SEA
7,IAH,SEA
2,IAH,SEA
54,HOU,JFK
3,HOU,JFK
19,HOU,JFK
136,HOU,JFK
23,HOU,JFK
9,HOU,JFK
7,HOU,JFK
43,HOU,JFK
19,HOU,JFK
68,HOU,JFK
16,HOU,JFK
30,HOU,JFK
72,HOU,JFK
3,HOU,JFK
110,HOU,JFK
1,HOU,JFK
7,HOU,JFK
48,HOU,JFK
3,HOU,JFK
84,HOU,JFK
1,IAH,AUS
6,IAH,LAX
2,IAH,LAX
28,IAH,DEN
1,IAH,EWR
7,IAH,EWR
5,IAH,LAX
77,IAH,ORD
15,IAH,ONT
1,IAH,SFO
1,IAH,DEN
1,IAH,EWR
9,IAH,SJU
7,IAH,PHX
9,IAH,CLE
5,IAH,SEA
4,IAH,SFO
25,IAH,DEN
11,IAH,LAS
8,IAH,DEN
4,IAH,PDX
49,IAH,EWR
1,IAH,PHX
7,IAH,SFO
28,IAH,LAS
1,IAH,IND
1,IAH,SAN
91,IAH,SJC
4,IAH,LGA
5,IAH,ORD
42,IAH,SEA
1,IAH,LAS
1,IAH,MFE
2,IAH,LGA
4,IAH,SLC
1,IAH,ORD
2,IAH,SNA
3,IAH,SFO
6,IAH,BOS
3,IAH,DEN
9,IAH,DEN
20,IAH,MSP
22,IAH,CLE
10,IAH,DCA
12,IAH,SEA
2,IAH,PDX
50,IAH,LGA
1,IAH,SAN
3,IAH,ORD
5,IAH,SEA
50,IAH,SFO
12,IAH,MCO
10,IAH,LAX
1,IAH,EWR
10,IAH,PHX
17,IAH,TPA
15,IAH,EWR
25,IAH,ORD
1,IAH,SAT
114,IAH,MCO
4,IAH,DTW
12,IAH,LAX
19,IAH,SJC
3,IAH,SNA
1,IAH,SAT
13,IAH,AUS
4,IAH,AUS
24,IAH,CLE
3,IAH,ORD
33,IAH,RSW
6,IAH,MCO
12,IAH,SAN
3,IAH,LAX
4,IAH,PHX
3,IAH,MFE
10,IAH,SMF
8,IAH,ELP
3,IAH,PHL
12,IAH,SAN
10,IAH,LAX
13,IAH,SAN
28,IAH,ORD
6,IAH,FLL
2,IAH,ATL
10,IAH,SEA
11,IAH,PHL
3,IAH,SAT
2,IAH,TUS
13,IAH,DFW
4,IAH,LAX
7,IAH,SNA
2,IAH,PHL
10,IAH,RDU
9,IAH,HDN
17,IAH,SMF
4,IAH,MSY
3,IAH,LAX
9,IAH,LAX
21,IAH,DEN
18,IAH,EWR
6,IAH,EWR
6,IAH,MSY
13,IAH,LAX
31,IAH,ONT
1,IAH,DCA
45,IAH,SFO
5,IAH,LAS
5,IAH,TPA
37,IAH,PDX
17,IAH,EWR
7,IAH,SJU
4,IAH,BWI
3,IAH,LGA
10,IAH,CLE
1,IAH,SEA
18,IAH,SFO
18,IAH,DEN
25,IAH,EWR
3,IAH,PHX
15,IAH,BWI
34,IAH,SFO
3,IAH,IAD
33,IAH,SJC
39,IAH,MSY
9,IAH,BWI
10,IAH,ORD
26,IAH,SEA
2,IAH,SAT
14,IAH,BOS
6,IAH,LAS
1,IAH,DEN
9,IAH,IND
11,IAH,MFE
8,IAH,PHX
30,IAH,LGA
2,IAH,PIT
4,IAH,SFO
14,IAH,BOS
15,IAH,MCO
2,IAH,LAS
8,IAH,DEN
3,IAH,LGA
26,IAH,CLE
3,IAH,DCA
19,IAH,SEA
41,IAH,SFO
3,IAH,BOS
12,IAH,LAS
1,IAH,PDX
14,IAH,LGA
10,IAH,CLE
30,IAH,ORD
55,IAH,ATL
21,IAH,SEA
10,IAH,SFO
7,IAH,MCO
9,IAH,EWR
11,IAH,PHX
3,IAH,TPA
22,IAH,EWR
13,IAH,ORD
2,IAH,FLL
3,IAH,SFO
60,IAH,MCO
10,IAH,LAX
31,IAH,DEN
17,IAH,AUS
18,IAH,MSY
63,IAH,PHL
4,IAH,DTW
2,IAH,LAX
16,IAH,LAS
15,IAH,TPA
5,IAH,SNA
14,IAH,AUS
27,IAH,ORD
8,IAH,FLL
18,IAH,AUS
12,IAH,RSW
10,IAH,MCI
24,IAH,MCO
9,IAH,SAN
2,IAH,DCA
40,IAH,LAX
2,IAH,PHX
10,IAH,SNA
7,IAH,LGA
7,IAH,SMF
2,IAH,FLL
8,IAH,RSW
20,IAH,PHL
5,IAH,SAN
15,IAH,LAX
8,IAH,OKC
15,IAH,ABQ
94,IAH,SAN
39,IAH,FLL
22,IAH,PHL
10,IAH,SAT
69,IAH,DFW
12,IAH,MIA
18,IAH,LAX
13,IAH,SNA
3,IAH,MSY
1,IAH,LGA
3,IAH,PHL
7,IAH,CLE
23,IAH,OMA
1,IAH,HDN
80,IAH,HNL
1,IAH,MSY
7,IAH,MSY
3,IAH,DEN
6,IAH,EWR
8,IAH,EWR
5,IAH,EWR
15,IAH,LAX
2,IAH,SFO
10,IAH,TPA
7,IAH,SJU
65,IAH,PHX
13,IAH,AUS
2,IAH,RDU
23,IAH,SEA
3,IAH,SFO
5,IAH,BOS
2,IAH,LAS
52,IAH,PDX
24,IAH,EWR
28,IAH,PHX
2,IAH,LGA
17,IAH,SFO
1,IAH,BOS
14,IAH,LAS
4,IAH,SJC
60,IAH,BWI
4,IAH,LGA
21,IAH,ORD
6,IAH,ORD
12,IAH,SEA
14,IAH,DEN
3,IAH,EWR
1,IAH,MFE
5,IAH,PHX
4,IAH,LGA
8,IAH,PIT
3,IAH,SLC
5,IAH,SNA
14,IAH,SFO
25,IAH,BOS
2,IAH,DEN
7,IAH,DEN
14,IAH,TPA
6,IAH,MSP
12,IAH,CLE
16,IAH,DCA
18,IAH,SEA
12,IAH,MCO
88,IAH,PDX
6,IAH,LGA
32,IAH,SAN
6,IAH,SAN
2,IAH,ORD
2,IAH,SLC
1,IAH,MSY
5,IAH,SEA
11,IAH,SFO
4,IAH,SFO
13,IAH,DTW
8,IAH,LAX
6,IAH,EWR
10,IAH,TPA
10,IAH,EWR
1,IAH,FLL
5,IAH,SFO
1,IAH,MCO
12,IAH,LAX
2,IAH,SJC
23,IAH,PHL
2,IAH,SAT
3,IAH,LAX
3,IAH,TPA
4,IAH,AUS
3,IAH,ORD
6,IAH,FLL
6,IAH,MCI
18,IAH,MCO
1,IAH,SAN
4,IAH,MIA
7,IAH,AUS
6,IAH,LAX
45,IAH,PHX
2,IAH,ORD
4,IAH,AUS
1,IAH,RSW
4,IAH,SAN
2,IAH,LAX
1,IAH,MFE
4,IAH,OKC
25,IAH,MTJ
7,IAH,ORD
13,IAH,FLL
32,IAH,SEA
21,IAH,SAT
8,IAH,LAX
12,IAH,SNA
3,IAH,RDU
8,IAH,OMA
22,IAH,MCO
1,IAH,HDN
6,IAH,MSY
9,IAH,AUS
9,IAH,LAX
5,IAH,LAX
18,IAH,DEN
2,IAH,EWR
109,IAH,EWR
4,IAH,EWR
26,IAH,LAX
1,IAH,ONT
2,IAH,SFO
2,IAH,MIA
17,IAH,TPA
7,IAH,EWR
4,IAH,SJU
32,IAH,PHX
6,IAH,RDU
32,IAH,SEA
5,IAH,SFO
3,IAH,DEN
12,IAH,EWR
23,IAH,PHX
6,IAH,BWI
4,IAH,SFO
13,IAH,SAT
12,IAH,LAS
2,IAH,IND
3,IAH,SAN
1,IAH,IAD
6,IAH,SJC
72,IAH,BWI
1,IAH,LGA
1,IAH,ORD
1,IAH,LAS
2,IAH,DEN
69,IAH,IND
8,IAH,EWR
3,IAH,PHX
1,IAH,LGA
14,IAH,SLC
2,IAH,BOS
15,IAH,MCO
3,IAH,LAS
30,IAH,DEN
5,IAH,DEN
6,IAH,TPA
3,IAH,MSP
1,IAH,CLE
2,IAH,DCA
11,IAH,SEA
129,IAH,SFO
3,IAH,BOS
2,IAH,MCO
3,IAH,TPA
1,IAH,PDX
13,IAH,LGA
45,IAH,SAN
32,IAH,AUS
42,IAH,ORD
17,IAH,ATL
4,IAH,SNA
4,IAH,MSY
16,IAH,SEA
61,IAH,SFO
4,IAH,SFO
89,IAH,LAX
1,IAH,DEN
5,IAH,EWR
5,IAH,EWR
54,IAH,DCA
4,IAH,SFO
3,IAH,LAX
1,IAH,LAS
1,IAH,DEN
5,IAH,SJC
19,IAH,SNA
37,IAH,PHL
1,IAH,SAT
8,IAH,DTW
9,IAH,LAX
18,IAH,TPA
26,IAH,SNA
40,IAH,AUS
8,IAH,CLE
7,IAH,ORD
45,IAH,FLL
2,IAH,DCA
3,IAH,MCI
2,IAH,AUS
16,IAH,MCO
29,IAH,SAN
1,IAH,MIA
7,IAH,AUS
11,IAH,LAX
1,IAH,MFE
7,IAH,SMF
15,IAH,FLL
14,IAH,RSW
52,IAH,PHL
8,IAH,SAN
4,IAH,MIA
109,IAH,LAX
26,IAH,OKC
29,IAH,SAN
20,IAH,ONT
20,IAH,FLL
1,IAH,SEA
18,IAH,PHL
26,IAH,MIA
7,IAH,LAX
5,IAH,CLE
1,IAH,OMA
25,IAH,HNL
29,IAH,MSY
105,IAH,SAT
12,IAH,AUS
4,IAH,LAX
1,IAH,LAX
162,IAH,DEN
26,IAH,EWR
33,IAH,EWR
22,IAH,EWR
7,IAH,SFO
7,IAH,MIA
1,IAH,LAS
28,IAH,TPA
168,IAH,PDX
43,IAH,EWR
10,IAH,SJU
5,IAH,PHX
61,IAH,SEA
13,IAH,SFO
7,IAH,DEN
2,IAH,BOS
46,IAH,DEN
2,IAH,PDX
54,IAH,EWR
68,IAH,MSY
1,IAH,BWI
1,IAH,LGA
35,IAH,SFO
14,IAH,LAS
10,IAH,SAN
45,IAH,IAD
22,IAH,SJC
10,IAH,BWI
3,IAH,LGA
18,IAH,ORD
10,IAH,ORD
1,IAH,SEA
8,IAH,BOS
2,IAH,LAS
127,IAH,EWR
4,IAH,MFE
125,IAH,PHX
59,IAH,LGA
110,IAH,PIT
1,IAH,ORD
64,IAH,SFO
1,IAH,BOS
7,IAH,LAS
11,IAH,DEN
4,IAH,DEN
37,IAH,TPA
9,IAH,MSP
3,IAH,BWI
105,IAH,LGA
9,IAH,CLE
9,IAH,SEA
78,IAH,SFO
4,IAH,BOS
48,IAH,LAS
1,IAH,PDX
109,IAH,LGA
2,IAH,SAN
1,IAH,CLE
15,IAH,ORD
3,IAH,SLC
1,IAH,ATL
2,IAH,SEA
3,IAH,SFO
2,IAH,PHL
13,IAH,MCO
22,IAH,LAX
137,IAH,EWR
9,IAH,PHX
31,IAH,TPA
72,IAH,EWR
2,IAH,ORD
11,IAH,DCA
2,IAH,SFO
20,IAH,SAT
12,IAH,MCO
39,IAH,LAX
21,IAH,DEN
148,IAH,AUS
6,IAH,MSY
101,IAH,PHL
7,IAH,SAT
7,IAH,LAX
2,IAH,LAS
1,IAH,DCA
8,IAH,TPA
11,IAH,SNA
2,IAH,AUS
6,IAH,ORD
1,IAH,FLL
20,IAH,MCO
3,IAH,SAN
4,IAH,AUS
25,IAH,LAX
5,IAH,PHX
1,IAH,MSY
17,IAH,SNA
27,IAH,ORD
4,IAH,FLL
18,IAH,PHL
42,IAH,DTW
5,IAH,SAN
17,IAH,MIA
3,IAH,LAX
13,IAH,MFE
